Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-05 00:00:00+00:00,67811.171875,70522.7890625,67458.8671875,69359.5625,46046889204,0.0,0.0
2024-11-06 00:00:00+00:00,69358.5,76460.15625,69322.03125,75639.078125,118592653963,0.0,0.0
2024-11-07 00:00:00+00:00,75637.0859375,76943.1171875,74480.421875,75904.859375,63467654989,0.0,0.0
2024-11-08 00:00:00+00:00,75902.8359375,77252.75,75648.7421875,76545.4765625,55176858003,0.0,0.0
2024-11-09 00:00:00+00:00,76556.1875,76932.765625,75773.7890625,76778.8671875,29009480361,0.0,0.0
2024-11-10 00:00:00+00:00,76775.546875,81474.421875,76565.4296875,80474.1875,82570594495,0.0,0.0
2024-11-11 00:00:00+00:00,80471.4140625,89604.5,80283.25,88701.484375,117966845037,0.0,0.0
2024-11-12 00:00:00+00:00,88705.5625,89956.8828125,85155.109375,87955.8125,133673285375,0.0,0.0
2024-11-13 00:00:00+00:00,87929.96875,93434.3515625,86256.9296875,90584.1640625,123559027869,0.0,0.0
2024-11-14 00:00:00+00:00,90574.8828125,91765.21875,86682.8125,87250.4296875,87616705248,0.0,0.0
2024-11-15 00:00:00+00:00,87284.1796875,91868.7421875,87124.8984375,91066.0078125,78243109518,0.0,0.0
2024-11-16 00:00:00+00:00,91064.3671875,91763.9453125,90094.2265625,90558.4765625,44333192814,0.0,0.0
2024-11-17 00:00:00+00:00,90558.4609375,91433.0390625,88741.6640625,89845.8515625,46350159305,0.0,0.0
2024-11-18 00:00:00+00:00,89843.71875,92596.7890625,89393.59375,90542.640625,75535775084,0.0,0.0
2024-11-19 00:00:00+00:00,90536.8125,94002.8671875,90426.984375,92343.7890625,74521048295,0.0,0.0
2024-11-20 00:00:00+00:00,92341.890625,94902.0234375,91619.5,94339.4921875,71730956426,0.0,0.0
2024-11-21 00:00:00+00:00,94334.640625,99014.21875,94132.6015625,98504.7265625,106024505582,0.0,0.0
2024-11-22 00:00:00+00:00,98496.4296875,99655.5,97222.6640625,98997.6640625,78473580551,0.0,0.0
2024-11-23 00:00:00+00:00,99006.7421875,99014.6796875,97232.890625,97777.28125,44414644677,0.0,0.0
2024-11-24 00:00:00+00:00,97778.09375,98647.1796875,95788.078125,98013.8203125,51712020623,0.0,0.0
2024-11-25 00:00:00+00:00,98033.4453125,98935.03125,92642.9140625,93102.296875,80909462490,0.0,0.0
2024-11-26 00:00:00+00:00,93087.28125,94991.75,90770.8125,91985.3203125,91656519855,0.0,0.0
2024-11-27 00:00:00+00:00,91978.140625,97361.1796875,91778.6640625,95962.53125,71133452438,0.0,0.0
2024-11-28 00:00:00+00:00,95954.9453125,96650.203125,94677.3515625,95652.46875,52260008261,0.0,0.0
2024-11-29 00:00:00+00:00,95653.953125,98693.171875,95407.8828125,97461.5234375,54968682476,0.0,0.0
2024-11-30 00:00:00+00:00,97468.8125,97499.34375,96144.21875,96449.0546875,31634227866,0.0,0.0
2024-12-01 00:00:00+00:00,96461.3359375,97888.125,95770.1875,97279.7890625,36590695296,0.0,0.0
2024-12-02 00:00:00+00:00,97276.0078125,98152.6015625,94482.8671875,95865.3046875,72680784305,0.0,0.0
2024-12-03 00:00:00+00:00,95854.59375,96297.203125,93629.5625,96002.1640625,67067810961,0.0,0.0
2024-12-04 00:00:00+00:00,95988.53125,99207.328125,94660.5234375,98768.53125,77199817112,0.0,0.0
2024-12-05 00:00:00+00:00,98741.5390625,103900.46875,91998.78125,96593.5703125,149218945580,0.0,0.0
2024-12-06 00:00:00+00:00,97074.2265625,102039.8828125,96514.875,99920.7109375,94534772658,0.0,0.0
2024-12-07 00:00:00+00:00,99916.7109375,100563.3828125,99030.8828125,99923.3359375,44177510897,0.0,0.0
2024-12-08 00:00:00+00:00,99921.9140625,101399.9921875,98771.515625,101236.015625,44125751925,0.0,0.0
2024-12-09 00:00:00+00:00,101237.0625,101272.5078125,94355.9140625,97432.71875,110676473908,0.0,0.0
2024-12-10 00:00:00+00:00,97441.234375,98270.15625,94321.2578125,96675.4296875,104823780634,0.0,0.0
2024-12-11 00:00:00+00:00,96656.0625,101913.359375,95747.2265625,101173.03125,85391409936,0.0,0.0
2024-12-12 00:00:00+00:00,101167.8046875,102524.9140625,99339.953125,100043.0,72073983533,0.0,0.0
2024-12-13 00:00:00+00:00,100046.6484375,101888.8046875,99233.28125,101459.2578125,56894751583,0.0,0.0
2024-12-14 00:00:00+00:00,101451.4375,102618.8828125,100634.0546875,101372.96875,40422968793,0.0,0.0
2024-12-15 00:00:00+00:00,101373.53125,105047.5390625,101227.03125,104298.6953125,51145914137,0.0,0.0
2024-12-16 00:00:00+00:00,104293.578125,107780.578125,103322.984375,106029.71875,91020417816,0.0,0.0
2024-12-17 00:00:00+00:00,106030.6875,108268.4453125,105291.734375,106140.6015625,68589364868,0.0,0.0
2024-12-18 00:00:00+00:00,106147.296875,106470.609375,100041.5390625,100041.5390625,93865656139,0.0,0.0
2024-12-19 00:00:00+00:00,100070.6875,102748.1484375,95587.6796875,97490.953125,97221662392,0.0,0.0
2024-12-20 00:00:00+00:00,97484.6953125,98098.9140625,92175.1796875,97755.9296875,105634083408,0.0,0.0
2024-12-21 00:00:00+00:00,97756.1953125,99507.1015625,96426.5234375,97224.7265625,51765334294,0.0,0.0
2024-12-22 00:00:00+00:00,97218.3203125,97360.265625,94202.1875,95104.9375,43147981314,0.0,0.0
2024-12-23 00:00:00+00:00,95099.390625,96416.2109375,92403.1328125,94686.2421875,65239002919,0.0,0.0
2024-12-24 00:00:00+00:00,94684.34375,99404.0625,93448.015625,98676.09375,47114953674,0.0,0.0
2024-12-25 00:00:00+00:00,98675.9140625,99478.75,97593.46875,99299.1953125,33700394629,0.0,0.0
2024-12-26 00:00:00+00:00,99297.6953125,99884.5703125,95137.8828125,95795.515625,47054980873,0.0,0.0
2024-12-27 00:00:00+00:00,95704.9765625,97294.84375,93310.7421875,94164.859375,52419934565,0.0,0.0
2024-12-28 00:00:00+00:00,94160.1875,95525.8984375,94014.2890625,95163.9296875,24107436185,0.0,0.0
2024-12-29 00:00:00+00:00,95174.0546875,95174.875,92881.7890625,93530.2265625,29635885267,0.0,0.0
2024-12-30 00:00:00+00:00,93527.1953125,94903.3203125,91317.1328125,92643.2109375,56188003691,0.0,0.0
2024-12-31 00:00:00+00:00,92643.25,96090.6015625,91914.03125,93429.203125,43625106843,0.0,0.0
2025-01-01 00:00:00+00:00,93425.1015625,94929.8671875,92788.125,94419.7578125,24519888919,0.0,0.0
2025-01-02 00:00:00+00:00,94416.2890625,97739.8203125,94201.5703125,96886.875,46009564411,0.0,0.0
2025-01-03 00:00:00+00:00,96881.7265625,98956.9140625,96034.6171875,98107.4296875,35611391163,0.0,0.0
2025-01-04 00:00:00+00:00,98106.9921875,98734.4296875,97562.9765625,98236.2265625,22342608078,0.0,0.0
2025-01-05 00:00:00+00:00,98233.90625,98813.3046875,97291.765625,98314.9609375,20525254825,0.0,0.0
2025-01-06 00:00:00+00:00,98314.953125,102482.875,97926.1484375,102078.0859375,51823432705,0.0,0.0
2025-01-07 00:00:00+00:00,102248.8515625,102712.484375,96132.875,96922.703125,58685738547,0.0,0.0
2025-01-08 00:00:00+00:00,96924.1640625,97258.3203125,92525.84375,95043.5234375,63875859171,0.0,0.0
2025-01-09 00:00:00+00:00,95043.484375,95349.71875,91220.84375,92484.0390625,62777261693,0.0,0.0
2025-01-10 00:00:00+00:00,92494.4921875,95770.609375,92250.09375,94701.453125,62058693684,0.0,0.0
2025-01-11 00:00:00+00:00,94700.8359375,94977.6875,93840.046875,94566.59375,18860894100,0.0,0.0
2025-01-12 00:00:00+00:00,94565.7265625,95367.5390625,93712.5078125,94488.4375,20885130965,0.0,0.0
2025-01-13 00:00:00+00:00,94488.890625,95837.0,89260.1015625,94516.5234375,72978998252,0.0,0.0
2025-01-14 00:00:00+00:00,94519.0078125,97352.6640625,94322.15625,96534.046875,53769675818,0.0,0.0
2025-01-15 00:00:00+00:00,96534.046875,100697.234375,96501.640625,100504.4921875,57805923627,0.0,0.0
2025-01-16 00:00:00+00:00,100505.296875,100781.5859375,97364.4453125,99756.90625,54103781805,0.0,0.0
2025-01-17 00:00:00+00:00,100025.765625,105884.2265625,99948.90625,104462.0390625,71888972663,0.0,0.0
2025-01-18 00:00:00+00:00,104124.953125,104913.203125,102226.6171875,104408.0703125,50445655726,0.0,0.0
2025-01-19 00:00:00+00:00,104411.2890625,106299.796875,99570.53125,101089.609375,76789928525,0.0,0.0
2025-01-20 00:00:00+00:00,101083.75,109114.8828125,99471.359375,102016.6640625,126279678351,0.0,0.0
2025-01-21 00:00:00+00:00,102052.578125,107180.921875,100103.953125,106146.265625,88733878242,0.0,0.0
2025-01-22 00:00:00+00:00,106136.3828125,106294.34375,103360.265625,103653.0703125,53878181052,0.0,0.0
2025-01-23 00:00:00+00:00,103657.671875,106820.328125,101257.8046875,103960.171875,104104515428,0.0,0.0
2025-01-24 00:00:00+00:00,103965.671875,107098.546875,102772.125,104819.484375,52388229265,0.0,0.0
2025-01-25 00:00:00+00:00,104824.03125,105243.7890625,104120.375,104714.6484375,23888996502,0.0,0.0
2025-01-26 00:00:00+00:00,104713.2109375,105438.6484375,102507.7109375,102682.5,22543395879,0.0,0.0
2025-01-27 00:00:00+00:00,102680.3046875,103214.109375,97795.9375,102087.6875,89006608428,0.0,0.0
2025-01-28 00:00:00+00:00,102095.4140625,103730.8203125,100238.1875,101332.4765625,47180685494,0.0,0.0
2025-01-29 00:00:00+00:00,101317.5234375,104750.8046875,101283.8203125,103703.2109375,47432049818,0.0,0.0
2025-01-30 00:00:00+00:00,103709.3359375,106418.765625,103321.6484375,104735.3046875,41915744521,0.0,0.0
2025-01-31 00:00:00+00:00,104737.5625,106026.3515625,101543.8828125,102405.0234375,45732764360,0.0,0.0
2025-02-01 00:00:00+00:00,102402.796875,102755.7265625,100297.7109375,100655.90625,27757944848,0.0,0.0
2025-02-02 00:00:00+00:00,100661.5390625,101430.6640625,96216.078125,97688.9765625,63091816853,0.0,0.0
2025-02-03 00:00:00+00:00,97681.1015625,102514.171875,91242.890625,101405.421875,115400897748,0.0,0.0
2025-02-04 00:00:00+00:00,101398.71875,101745.6171875,96208.109375,97871.8203125,73002130211,0.0,0.0
2025-02-05 00:00:00+00:00,97878.0078125,99113.2109375,96174.828125,96615.4453125,49125911241,0.0,0.0
2025-02-06 00:00:00+00:00,96610.640625,99168.609375,95707.3515625,96593.296875,45302471947,0.0,0.0
2025-02-07 00:00:00+00:00,96581.3203125,100154.140625,95653.8828125,96529.0859375,55741290456,0.0,0.0
2025-02-08 00:00:00+00:00,96533.2578125,96877.8046875,95702.4921875,96482.453125,22447526395,0.0,0.0
2025-02-09 00:00:00+00:00,96481.3125,97325.28125,94745.2578125,96500.09375,27732901800,0.0,0.0
2025-02-10 00:00:00+00:00,96499.4609375,98333.21875,95320.84375,97437.5546875,40078962391,0.0,0.0
2025-02-11 00:00:00+00:00,97438.1328125,98492.8984375,94875.0390625,95747.4296875,37488783272,0.0,0.0
2025-02-12 00:00:00+00:00,95745.6953125,98151.0234375,94101.203125,97885.859375,49340445530,0.0,0.0
2025-02-13 00:00:00+00:00,97888.75,98111.0859375,95269.7109375,96623.8671875,37147280860,0.0,0.0
2025-02-14 00:00:00+00:00,96623.3671875,98819.46875,96342.8046875,97508.96875,32697987277,0.0,0.0
2025-02-15 00:00:00+00:00,97508.3828125,97975.0390625,97240.1953125,97580.3515625,17047266288,0.0,0.0
2025-02-16 00:00:00+00:00,97580.4921875,97725.59375,96060.9765625,96175.03125,16536755396,0.0,0.0
2025-02-17 00:00:00+00:00,96179.0078125,97032.234375,95243.546875,95773.3828125,27336550690,0.0,0.0
2025-02-18 00:00:00+00:00,95773.8125,96695.375,93388.8359375,95539.546875,37325720482,0.0,0.0
2025-02-19 00:00:00+00:00,95532.53125,96855.59375,95011.96875,96635.609375,28990872862,0.0,0.0
2025-02-20 00:00:00+00:00,96632.6796875,98767.1953125,96442.671875,98333.9375,31668022771,0.0,0.0
2025-02-21 00:00:00+00:00,98340.671875,99497.96875,94852.9609375,96125.546875,49608706470,0.0,0.0
2025-02-22 00:00:00+00:00,96134.203125,96950.15625,95765.34375,96577.7578125,18353824477,0.0,0.0
2025-02-23 00:00:00+00:00,96577.8046875,96671.875,95270.453125,96273.921875,16999478976,0.0,0.0
2025-02-24 00:00:00+00:00,96277.9609375,96503.453125,91371.7421875,91418.171875,44046480529,0.0,0.0
2025-02-25 00:00:00+00:00,91437.1171875,92511.078125,86008.234375,88736.171875,92139104128,0.0,0.0
2025-02-26 00:00:00+00:00,88638.890625,89286.25,82131.8984375,84347.0234375,64597492134,0.0,0.0
2025-02-27 00:00:00+00:00,84076.859375,87000.78125,83144.9609375,84704.2265625,52659591954,0.0,0.0
2025-02-28 00:00:00+00:00,84705.625,85036.3203125,78248.9140625,84373.0078125,83610570576,0.0,0.0
2025-03-01 00:00:00+00:00,84373.8671875,86522.3046875,83794.234375,86031.9140625,29190628396,0.0,0.0
2025-03-02 00:00:00+00:00,86036.2578125,95043.4375,85040.2109375,94248.3515625,58398341092,0.0,0.0
2025-03-03 00:00:00+00:00,94248.421875,94429.75,85081.3046875,86065.671875,70072228536,0.0,0.0
2025-03-04 00:00:00+00:00,86064.0703125,88911.2734375,81529.2421875,87222.1953125,68095241474,0.0,0.0
2025-03-05 00:00:00+00:00,87222.953125,90998.2421875,86379.7734375,90623.5625,50498988027,0.0,0.0
2025-03-06 00:00:00+00:00,90622.359375,92804.9375,87852.140625,89961.7265625,47749810486,0.0,0.0
2025-03-07 00:00:00+00:00,89963.28125,91191.046875,84717.6796875,86742.671875,65945677657,0.0,0.0
2025-03-08 00:00:00+00:00,86742.65625,86847.265625,85247.484375,86154.59375,18206118081,0.0,0.0
2025-03-09 00:00:00+00:00,86154.3046875,86471.1328125,80052.484375,80601.0390625,30899345977,0.0,0.0
2025-03-10 00:00:00+00:00,80597.1484375,83955.9296875,77420.59375,78532.0,54061099422,0.0,0.0
2025-03-11 00:00:00+00:00,78523.875,83577.7578125,76624.25,82862.2109375,54702837196,0.0,0.0
2025-03-12 00:00:00+00:00,82857.375,84358.578125,80635.25,83722.359375,40353484454,0.0,0.0
2025-03-13 00:00:00+00:00,83724.921875,84301.6953125,79931.8515625,81066.703125,31412940153,0.0,0.0
2025-03-14 00:00:00+00:00,81066.9921875,85263.2890625,80797.5625,83969.1015625,29588112414,0.0,0.0
2025-03-15 00:00:00+00:00,83968.40625,84672.671875,83639.59375,84343.109375,13650491277,0.0,0.0
2025-03-16 00:00:00+00:00,84333.3203125,85051.6015625,82017.90625,82579.6875,21330270174,0.0,0.0
2025-03-17 00:00:00+00:00,82576.3359375,84725.328125,82492.15625,84075.6875,25092785558,0.0,0.0
2025-03-18 00:00:00+00:00,84075.71875,84075.71875,81179.9921875,82718.5,24095774594,0.0,0.0
2025-03-19 00:00:00+00:00,82718.8046875,87021.1875,82569.7265625,86854.2265625,34931960257,0.0,0.0
2025-03-20 00:00:00+00:00,86872.953125,87443.265625,83647.1953125,84167.1953125,29028988961,0.0,0.0
2025-03-21 00:00:00+00:00,84164.5390625,84782.2734375,83171.0703125,84043.2421875,19030452299,0.0,0.0
2025-03-22 00:00:00+00:00,84046.2578125,84513.875,83674.78125,83832.484375,9863214091,0.0,0.0
2025-03-23 00:00:00+00:00,83831.8984375,86094.78125,83794.9140625,86054.375,12594615537,0.0,0.0
2025-03-24 00:00:00+00:00,86070.9296875,88758.7265625,85541.1953125,87498.9140625,34582604933,0.0,0.0
2025-03-25 00:00:00+00:00,87512.8203125,88542.3984375,86346.078125,87471.703125,30005840049,0.0,0.0
2025-03-26 00:00:00+00:00,87460.234375,88292.15625,85861.453125,86900.8828125,26704046038,0.0,0.0
2025-03-27 00:00:00+00:00,86896.2578125,87786.7265625,85837.9375,87177.1015625,24413471941,0.0,0.0
2025-03-28 00:00:00+00:00,87185.234375,87489.859375,83557.640625,84353.1484375,34198619509,0.0,0.0
2025-03-29 00:00:00+00:00,84352.0703125,84567.3359375,81634.140625,82597.5859375,16969396135,0.0,0.0
2025-03-30 00:00:00+00:00,82596.984375,83505.0,81573.25,82334.5234375,14763760943,0.0,0.0
2025-03-31 00:00:00+00:00,82336.0625,83870.125,81293.890625,82548.9140625,29004228247,0.0,0.0
2025-04-01 00:00:00+00:00,82551.921875,85487.3671875,82429.359375,85169.171875,28175650319,0.0,0.0
2025-04-02 00:00:00+00:00,85180.609375,88466.953125,82343.5390625,82485.7109375,47584398470,0.0,0.0
2025-04-03 00:00:00+00:00,82487.4765625,83909.296875,81282.1015625,83102.828125,36852112080,0.0,0.0
2025-04-04 00:00:00+00:00,83100.25,84696.1484375,81670.75,83843.8046875,45157640207,0.0,0.0
2025-04-05 00:00:00+00:00,83844.703125,84207.015625,82377.734375,83504.796875,14380803631,0.0,0.0
2025-04-06 00:00:00+00:00,83504.5078125,83704.71875,77097.7421875,78214.484375,36294853736,0.0,0.0
2025-04-07 00:00:00+00:00,78221.3359375,81119.0625,74436.6796875,79235.3359375,91262424987,0.0,0.0
2025-04-08 00:00:00+00:00,79218.4765625,80823.890625,76198.0234375,76271.953125,48314590749,0.0,0.0
2025-04-09 00:00:00+00:00,76273.5625,83541.0,74589.671875,82573.953125,84213627038,0.0,0.0
2025-04-10 00:00:00+00:00,82565.9765625,82700.9296875,78456.1328125,79626.140625,44718000633,0.0,0.0
2025-04-11 00:00:00+00:00,79625.046875,84247.4765625,78936.3203125,83404.8359375,41656778779,0.0,0.0
2025-04-12 00:00:00+00:00,83404.515625,85856.1875,82769.375,85287.109375,24258059104,0.0,0.0
2025-04-13 00:00:00+00:00,85279.46875,86015.1875,83027.0078125,83684.9765625,28796984817,0.0,0.0
2025-04-14 00:00:00+00:00,83694.5234375,85785.0,83690.640625,84542.390625,34090769777,0.0,0.0
2025-04-15 00:00:00+00:00,84539.6953125,86429.3515625,83598.8203125,83668.9921875,28040322885,0.0,0.0
2025-04-16 00:00:00+00:00,83674.5078125,85428.28125,83100.6171875,84033.8671875,29617804112,0.0,0.0
2025-04-17 00:00:00+00:00,84030.671875,85449.0703125,83749.75,84895.75,21276866029,0.0,0.0
2025-04-18 00:00:00+00:00,84900.1875,85095.046875,84298.8828125,84450.8046875,12728372364,0.0,0.0
2025-04-19 00:00:00+00:00,84450.8671875,85597.703125,84353.4609375,85063.4140625,15259300427,0.0,0.0
2025-04-20 00:00:00+00:00,85066.0703125,85306.3828125,83976.84375,85174.3046875,14664050812,0.0,0.0
2025-04-21 00:00:00+00:00,85171.5390625,88460.09375,85143.8359375,87518.90625,41396190190,0.0,0.0
2025-04-22 00:00:00+00:00,87521.875,93817.3828125,87084.53125,93441.890625,55899038456,0.0,0.0
2025-04-23 00:00:00+00:00,93427.5859375,94535.734375,91962.9609375,93699.109375,41719568821,0.0,0.0
2025-04-24 00:00:00+00:00,93692.3984375,94016.1953125,91696.7109375,93943.796875,31483175315,0.0,0.0
2025-04-25 00:00:00+00:00,93954.25,95768.390625,92898.59375,94720.5,40915232364,0.0,0.0
2025-04-26 00:00:00+00:00,94714.6484375,95251.359375,93927.25,94646.9296875,17612825123,0.0,0.0
2025-04-27 00:00:00+00:00,94660.90625,95301.203125,93665.3984375,93754.84375,18090367764,0.0,0.0
2025-04-28 00:00:00+00:00,93755.3046875,95598.4921875,92860.8046875,94978.75,32363449569,0.0,0.0
2025-04-29 00:00:00+00:00,94981.859375,95485.4140625,93796.6328125,94284.7890625,25806129921,0.0,0.0
2025-04-30 00:00:00+00:00,94286.46875,95249.3203125,92979.640625,94207.3125,28344679831,0.0,0.0
2025-05-01 00:00:00+00:00,94212.859375,97437.9609375,94153.6328125,96492.3359375,32875889623,0.0,0.0
2025-05-02 00:00:00+00:00,96494.96875,97905.8984375,96375.9453125,96910.0703125,26421924677,0.0,0.0
2025-05-03 00:00:00+00:00,96904.6328125,96943.8828125,95821.2890625,95891.796875,15775154889,0.0,0.0
2025-05-04 00:00:00+00:00,95877.1875,96318.921875,94173.4296875,94315.9765625,18198688416,0.0,0.0
2025-05-05 00:00:00+00:00,94319.5625,95193.1875,93566.265625,94748.0546875,25816260327,0.0,0.0
2025-05-06 00:00:00+00:00,94748.3828125,96889.1796875,93399.859375,96802.4765625,26551275827,0.0,0.0
2025-05-07 00:00:00+00:00,96800.1953125,97625.8046875,95829.3359375,97032.3203125,76983822462,0.0,0.0
2025-05-08 00:00:00+00:00,97034.25,103969.5390625,96913.875,103241.4609375,69895404397,0.0,0.0
2025-05-09 00:00:00+00:00,103239.125,104297.4921875,102343.09375,102970.8515625,58198593958,0.0,0.0
2025-05-10 00:00:00+00:00,102973.7109375,104961.765625,102830.484375,104696.328125,42276713994,0.0,0.0
2025-05-11 00:00:00+00:00,104701.0703125,104937.9921875,103364.7421875,104106.359375,46285517406,0.0,0.0
2025-05-12 00:00:00+00:00,104106.9609375,105747.453125,100814.40625,102812.953125,63250475404,0.0,0.0
2025-05-13 00:00:00+00:00,102812.4921875,104997.421875,101515.09375,104169.8125,52608876410,0.0,0.0
2025-05-14 00:00:00+00:00,104167.328125,104303.5625,102618.296875,103539.4140625,45956071155,0.0,0.0
2025-05-15 00:00:00+00:00,103538.828125,104153.6171875,101440.8125,103744.640625,50408241840,0.0,0.0
2025-05-16 00:00:00+00:00,103735.65625,104533.484375,103137.4765625,103489.2890625,44386499364,0.0,0.0
2025-05-17 00:00:00+00:00,103489.2890625,103716.9453125,102659.1796875,103191.0859375,37898552742,0.0,0.0
2025-05-18 00:00:00+00:00,103186.953125,106597.171875,103142.6015625,106446.0078125,49887082058,0.0,0.0
2025-05-19 00:00:00+00:00,106430.53125,107068.71875,102112.6875,105606.1796875,61761126647,0.0,0.0
2025-05-20 00:00:00+00:00,105605.40625,107307.1171875,104206.515625,106791.0859375,36515726122,0.0,0.0
2025-05-21 00:00:00+00:00,106791.3125,110724.4609375,106127.234375,109678.078125,78086364051,0.0,0.0
2025-05-22 00:00:00+00:00,109673.4921875,111970.171875,109285.0703125,111673.28125,70157575642,0.0,0.0
2025-05-23 00:00:00+00:00,111679.359375,111798.90625,106841.3046875,107287.796875,67548133399,0.0,0.0
2025-05-24 00:00:00+00:00,107278.5078125,109454.5234375,106895.2890625,107791.15625,45903627163,0.0,0.0
2025-05-25 00:00:00+00:00,107802.2734375,109313.3046875,106683.375,109035.390625,47518041841,0.0,0.0
2025-05-26 00:00:00+00:00,109023.78125,110376.8828125,108735.640625,109440.3671875,45950461571,0.0,0.0
2025-05-27 00:00:00+00:00,109440.40625,110744.2109375,107609.5546875,108994.640625,57450176272,0.0,0.0
